comp_id,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,balsheet_notfullyear,year,founded_year,ceo_count,foreign,female,inoffice_days,gender,origin,nace_main,urban_m,region_m,founded_date,labor_avg,status,Log_Sales,Log_ply,Log_amort,Log_curr_liab,Log_inc_bef_tax,Log_personnel_exp,Log_material_exp,company_age
145250352.0,888.888916015625,3281.4814453125,777.7777709960938,0.0,0.0,0.0,492.5925903320313,1277.77783203125,0.0,0.0,2170.370361328125,1281.4814453125,577.7777709960938,1144.4444580078125,4092.592529296875,2996.29638671875,1851.851806640625,492.5925903320313,1,2012,2012.0,1.0,0.0,0.0,1558.0,male,Domestic,3316.0,3,Central,2012-09-12,0.45409183932167096,Active,8.316933918469694,7.042674608732995,6.789972273843332,6.656440841981923,7.15287777947436,6.359189315495769,7.1557720668171365,0.0
145250352.0,429.629638671875,8725.92578125,2703.70361328125,0.0,0.0,0.0,418.5185241699219,3933.333251953125,0.0,0.0,8725.92578125,7233.33349609375,4381.4814453125,3444.4443359375,16962.962890625,6440.74072265625,1851.851806640625,418.5185241699219,0,2013,2012.0,1.0,0.0,0.0,1558.0,male,Domestic,3316.0,3,Central,2012-09-12,0.45409183932167096,Active,9.738787592827528,8.144517874629047,6.0629235321367325,7.902377820682277,8.277242501095763,8.385142175707182,8.88645527336188,1.0
145250352.0,2303.70361328125,10903.7041015625,2022.22216796875,0.0,0.0,0.0,5159.25927734375,8085.18505859375,0.0,522.2222290039064,8377.77734375,13200.0,8544.4443359375,7151.85205078125,33822.22265625,14040.7412109375,1851.851806640625,5159.25927734375,0,2015,2012.0,1.0,0.0,0.0,1558.0,male,Domestic,3316.0,3,Central,2012-09-12,0.45409183932167096,Active,10.42887334046607,8.875126630227365,7.742273373472036,7.611952268900027,8.997788660876497,9.053036565458394,9.487972108574462,3.0
232773216.0,0.0,8022.22216796875,6962.962890625,0.0,0.0,0.0,0.0,4400.0,0.0,1133.3333740234375,6803.70361328125,10240.7412109375,2359.25927734375,4162.962890625,17418.517578125,1059.25927734375,1851.851806640625,0.0,0,2014,2012.0,1.0,0.0,0.0,1481.0,male,Domestic,5610.0,2,Central,2012-12-04,0.45409183932167096,Active,9.765289147940663,8.333982333060842,0.0,8.848360365418795,8.389359819906353,7.766102983221251,9.234129279854526,2.0
232773216.0,0.0,9040.7412109375,6162.962890625,0.0,0.0,0.0,0.0,2022.22216796875,0.0,1133.3333740234375,7907.4072265625,15344.4443359375,0.0,1818.5185546875,17400.0,2877.77783203125,1851.851806640625,0.0,0,2015,2012.0,1.0,0.0,0.0,1481.0,male,Domestic,5610.0,2,Central,2012-12-04,0.45409183932167096,Active,9.764225485202621,7.5057774676675395,0.0,8.726312929627387,7.611952268900027,0.0,9.638508754989749,3.0
252272704.0,59.25925827026367,6600.0,2244.4443359375,0.0,0.0,0.0,0.0,2766.666748046875,0.0,0.0,1000.0,948.1481323242189,4462.962890625,2488.888916015625,8418.5185546875,4340.74072265625,1851.851806640625,0.0,1,2012,2012.0,1.0,1.0,0.0,1158.0,male,Foreign,2790.0,1,Central,2012-08-16,0.45409183932167096,Active,9.038189148132664,7.819591671406047,4.081922025534243,7.7162132577083975,7.925398534531112,8.40356814970001,6.854510747774024,0.0
252272704.0,796.2963256835938,32322.22265625,9540.7412109375,0.0,0.0,0.0,0.0,18933.333984375,0.0,0.0,28337.037109375,25118.517578125,75459.2578125,17040.740234375,122903.703125,21381.482421875,1851.851806640625,0.0,0,2013,2012.0,1.0,1.0,0.0,1158.0,male,Foreign,2790.0,1,Central,2012-08-16,0.2708333432674408,Active,11.719156426304421,9.743362240424222,6.679971385016403,9.16332645649105,9.848679350427137,11.231348157961053,10.13136060523109,1.0
277152320.0,44.44444274902344,4522.22216796875,1029.629638671875,0.0,0.0,0.0,485.1851806640625,2777.77783203125,0.0,0.0,4522.22216796875,44385.18359375,5996.29638671875,2540.74072265625,53166.66796875,3977.77783203125,1851.851806640625,485.1851806640625,0,2013,2012.0,1.0,0.0,0.0,1768.0,male,Domestic,3312.0,3,West,2012-02-26,0.45409183932167096,Active,10.881186937029522,7.840210940591845,3.794239931624789,6.936954442456436,7.929406546045368,8.698897288741115,10.700660989885664,1.0
277152320.0,1344.4444580078125,80196.296875,7381.4814453125,0.0,0.0,0.0,8707.4072265625,84259.2578125,0.0,6574.07421875,72774.0703125,160062.96875,13370.3701171875,77544.4453125,259744.4375,81522.21875,1851.851806640625,8707.4072265625,0,2014,2012.0,1.0,0.0,0.0,1768.0,male,Domestic,3312.0,3,West,2012-02-26,0.125,Active,12.467453493910229,11.25860653886332,7.2037361643370685,8.906729635296594,11.34165372719253,9.500796352374573,11.98332257148113,2.0
277152320.0,4092.592529296875,115144.453125,16618.517578125,0.0,0.0,0.0,29925.92578125,51788.890625,0.0,12107.4072265625,98648.1484375,131700.0,22914.814453125,47325.92578125,218603.703125,128451.8515625,1851.851806640625,29925.92578125,0,2015,2012.0,1.0,0.0,0.0,1768.0,male,Domestic,3312.0,3,West,2012-02-26,0.2013888955116272,Active,12.295015794768648,10.764813538089038,8.316933918469694,9.71827286937266,10.854930938547461,10.039538899730648,11.788281887731372,3.0
327820064.0,637.0370483398438,8900.0,0.0,0.0,0.0,0.0,225.9259185791016,1796.2962646484375,0.0,33.33333206176758,2803.70361328125,29070.37109375,3866.666748046875,1618.5185546875,35581.48046875,9125.92578125,1851.851806640625,225.9259185791016,0,2015,2012.0,1.0,1.0,0.0,1006.0,male,Foreign,5610.0,3,Central,2012-03-29,0.0833333358168602,Active,10.479580569931182,7.3892665374263204,6.456827814539993,0.0,7.4934821933028495,8.260148109472953,10.27747475899432,3.0
333029248.0,481.4814758300781,82948.1484375,47144.4453125,0.0,0.0,0.0,2181.4814453125,9300.0,0.0,1870.370361328125,8055.5556640625,162640.734375,42355.5546875,8203.7041015625,228518.515625,19507.408203125,1851.851806640625,2181.4814453125,0,2013,2012.0,2.0,0.0,0.0,1483.0,male,Domestic,5610.0,2,East,2012-09-09,0.3611111044883728,Active,12.339372517215168,9.012341050960458,6.176867758701815,10.760971472266876,9.137769679141348,10.653854852931474,11.999298963632663,1.0
333029248.0,8981.4814453125,61214.81640625,23733.333984375,0.0,0.0,0.0,25444.4453125,25529.62890625,0.0,1918.5185546875,37522.22265625,266885.1875,73477.78125,24251.8515625,379855.5625,53018.51953125,11111.111328125,25444.4453125,0,2014,2012.0,2.0,0.0,0.0,1483.0,male,Domestic,5610.0,2,East,2012-09-09,0.4791666567325592,Active,12.847546360762543,10.096248246543663,9.102920119328283,10.074635836163488,10.147594974534508,11.204738343581939,12.494573835538551,2.0
333029248.0,15462.962890625,104296.296875,64285.18359375,0.0,0.0,0.0,52188.890625,100981.4765625,0.0,1988.888916015625,83255.5546875,345262.96875,96544.4453125,18111.111328125,568133.3125,71129.6328125,11111.111328125,52188.890625,0,2015,2012.0,2.0,0.0,0.0,1483.0,male,Domestic,5610.0,2,East,2012-09-09,0.8402777910232544,Active,13.250111375269988,9.804280914435042,9.646202952590574,11.071084457448782,11.522692378632204,11.47775875448233,12.752061633925937,3.0
363402432.0,796.2963256835938,2807.407470703125,377.77777099609375,0.0,0.0,0.0,0.0,2985.185302734375,0.0,0.0,2455.5556640625,448.1481628417969,570.370361328125,2837.037109375,0.0,2429.629638671875,1851.851806640625,0.0,0,2014,2012.0,1.0,1.0,0.0,1286.0,male,Foreign,5590.0,3,West,2012-06-26,0.45409183932167096,Inactive,0.0,7.950515515222069,6.679971385016403,5.934306115316517,8.00141710186791,6.346285906544104,6.105123898367983,2.0
397515232.0,2085.185302734375,1462.9630126953125,6062.962890625,0.0,0.0,0.0,6311.111328125,4666.66650390625,0.0,533.3333129882812,11.11111068725586,34866.66796875,7537.037109375,4433.33349609375,49707.40625,1711.111083984375,1851.851806640625,6311.111328125,0,2014,2012.0,1.0,0.0,1.0,1808.0,female,Domestic,5629.0,1,Central,2012-01-12,0.0833333358168602,Active,10.813909220097162,8.396907062254611,7.642613004496952,8.709953885423774,8.448200285052053,8.927584427458124,10.459286579289495,2.0
413192640.0,1925.9259033203125,10392.5927734375,31074.07421875,0.0,737.0370483398436,737.0370483398436,78585.1875,2474.073974609375,0.0,7433.33349609375,2959.25927734375,24174.07421875,12070.3701171875,2351.851806640625,43422.22265625,-7881.4814453125,1851.851806640625,78585.1875,0,2015,2012.0,1.0,0.0,0.0,890.0,male,Domestic,5610.0,2,East,2012-11-20,0.0833333358168602,Active,10.678726631810067,7.762958299652783,7.563162119821706,10.344129124100855,7.81362145331761,9.398508977845756,10.093036024603736,3.0
416747744.0,12518.5185546875,2392.592529296875,4874.07421875,0.0,0.0,0.0,29733.333984375,9618.5185546875,0.0,703.7036743164064,1529.629638671875,98518.515625,3444.4443359375,9566.6669921875,125514.8125,8466.6669921875,1851.851806640625,29733.333984375,0,2013,2012.0,2.0,0.0,0.0,951.0,male,Domestic,5610.0,1,Central,2012-04-10,0.1666666716337204,Active,11.740179058477679,9.16604014710617,9.434964311350065,8.491685461551775,9.171445535406859,8.144517874629047,11.497999785383252,1.0
416747744.0,9777.77734375,47000.0,30044.4453125,0.0,11.11111068725586,11.11111068725586,33959.2578125,38370.37109375,0.0,211.11111450195312,38944.4453125,261459.265625,45951.8515625,29125.92578125,342433.34375,37588.890625,1851.851806640625,33959.2578125,0,2014,2012.0,1.0,0.0,0.0,1408.0,male,Domestic,5610.0,1,Central,2012-04-10,0.7013888955116272,Active,12.743832300955791,10.279383976843508,9.187867471734918,10.310433074707108,10.555040854649794,10.735349422129785,12.47403377836487,2.0
416747744.0,8870.3701171875,73937.0390625,61074.07421875,0.0,0.0,0.0,27855.5546875,37488.890625,0.0,0.0,71770.3671875,249303.703125,38025.92578125,0.0,341281.46875,33425.92578125,1851.851806640625,27855.5546875,0,2015,2012.0,1.0,0.0,0.0,1408.0,male,Domestic,5610.0,1,Central,2012-04-10,1.075757622718811,Active,12.740462837346877,0.0,9.090471801286242,11.019842737906266,10.531799918067803,10.546023463478061,12.426427123492784,3.0
452941760.0,88.88888549804686,17888.888671875,5033.33349609375,0.0,0.0,0.0,0.0,1777.77783203125,0.0,348.1481628417969,11377.77734375,13718.5185546875,5700.0,1762.9630126953125,8625.92578125,12855.5556640625,11111.111328125,0.0,0,2013,2012.0,2.0,0.0,0.0,1261.0,male,Domestic,5610.0,1,Central,2012-09-17,0.1666666716337204,Active,9.062527573095883,7.474751202424708,4.487387112184734,8.523837766471413,7.483119454403276,8.648221453822641,9.52650191838634,1.0
479607328.0,51333.33203125,345229.625,758640.75,0.0,0.0,0.0,2909133.25,38070.37109375,264096.28125,0.0,158651.859375,11137.037109375,60248.1484375,37559.2578125,205948.140625,2491648.25,37037.03515625,2645037.0,0,2014,2012.0,1.0,1.0,0.0,1458.0,male,Foreign,5510.0,1,Central,2012-12-18,0.45409183932167096,Active,12.235379671539908,10.53367517307638,10.846095567362397,13.53928362416832,10.547191596997802,11.006227119552884,9.318031509467552,2.0
479607328.0,52800.0,80314.8125,634659.25,0.0,0.0,0.0,3068211.0,11007.4072265625,258596.296875,0.0,10292.5927734375,13103.7041015625,63677.77734375,10585.185546875,208748.140625,2502233.25,37037.03515625,2809614.75,0,2015,2012.0,1.0,1.0,0.0,1458.0,male,Foreign,5510.0,1,Central,2012-12-18,0.45409183932167096,Active,12.248883735487803,9.267210712643012,10.874266469694353,13.360843519672688,9.306323709392029,11.061590916387608,9.480650225065808,3.0
511766912.0,5300.0,19592.591796875,9114.814453125,0.0,0.0,0.0,30470.37109375,2085.185302734375,0.0,10770.3701171875,3340.74072265625,198122.21875,94629.6328125,2085.185302734375,302137.03125,13170.3701171875,11111.111328125,30470.37109375,0,2013,2012.0,1.0,0.0,0.0,1669.0,male,Domestic,5621.0,1,Central,2012-05-22,2.1666667461395264,Active,12.61863593930641,7.642613004496952,8.575462099540212,9.117656330693286,7.642613004496952,11.45772594925064,12.19663938566026,1.0
511766912.0,7255.5556640625,21962.962890625,20237.037109375,0.0,0.0,0.0,23551.8515625,13959.2587890625,0.0,12025.92578125,803.7036743164062,314677.78125,116137.0390625,13959.2587890625,436274.0625,12314.814453125,11111.111328125,23551.8515625,0,2014,2012.0,1.0,0.0,0.0,1669.0,male,Domestic,5621.0,1,Central,2012-05-22,1.9537036418914795,Active,12.986025908570774,9.543898279567394,8.889522752883318,9.91526972480892,9.543898279567394,11.662526144047062,12.659304477604797,2.0
544632384.0,0.0,19681.482421875,16807.408203125,0.0,0.0,0.0,0.0,1137.0369873046875,0.0,0.0,19681.482421875,3125.926025390625,48837.03515625,1022.2222290039062,53088.890625,2874.073974609375,1851.851806640625,0.0,0,2013,2012.0,1.0,0.0,0.0,796.0,male,Domestic,5610.0,1,Central,2012-12-12,1.731481432914734,Active,10.879722969239594,6.929734192335168,0.0,9.729575032666816,7.03618102383241,10.796244221145518,8.047485846398995,1.0
585312320.0,640.74072265625,6318.5185546875,15881.4814453125,0.0,0.0,0.0,751.8518676757811,1537.0369873046875,0.0,859.25927734375,1662.9630126953125,41862.96484375,21474.07421875,1455.5555419921875,66255.5546875,-9144.4443359375,1851.851806640625,751.8518676757811,0,2015,2012.0,1.0,0.0,0.0,1201.0,male,Domestic,5610.0,3,Central,2012-02-09,0.2777777910232544,Active,11.101274584673352,7.283142922534679,6.462624886257191,9.672909020456968,7.337611807858473,9.9746016362026,10.642156821101723,3.0
594706816.0,2203.70361328125,10400.0,2462.962890625,555.5555419921875,555.5555419921875,0.0,7070.37060546875,14618.5185546875,0.0,10329.6298828125,70.37036895751953,64688.890625,8003.70361328125,13155.5556640625,90329.6328125,15007.4072265625,1851.851806640625,7070.37060546875,0,2013,2012.0,2.0,0.5,0.0,1493.0,male,mix,5610.0,3,West,2012-11-23,0.28125,Active,11.411220845179356,9.484599432343817,7.697894684497354,7.809120331269315,9.5900443981208,8.987659665193071,11.077344759795297,1.0
594706816.0,3874.073974609375,21548.1484375,222.22222900390625,0.0,0.0,0.0,9214.814453125,1492.5926513671875,0.0,16311.111328125,2907.407470703125,149662.96875,28003.703125,1125.9259033203125,183174.078125,30540.740234375,1851.851806640625,9214.814453125,0,2015,2012.0,2.0,0.5,0.0,1493.0,male,mix,5610.0,3,West,2012-11-23,0.5138888955116272,Active,12.11819222625994,7.02636100131263,8.262061938934187,5.403677912723441,7.308269921307964,10.240092034876776,11.9161411700673,3.0
